38.70755,-9.13649,1.097,17:36:45
38.70867,-9.13696,6.023,17:37:25
38.70960,-9.13732,9.025,17:38:05
38.71099,-9.13782,8.007,17:38:45
38.71238,-9.13834,14.063,17:39:25
38.71208,-9.13964,29.020,17:40:05
38.71102,-9.13970,27.013,17:40:45
38.71096,-9.13971,26.053,17:41:25
38.71065,-9.14208,40.053,17:42:05
38.71049,-9.14295,44.059,17:42:45
38.71032,-9.14384,47.053,17:43:25
38.71012,-9.14527,43.026,17:44:05
38.71018,-9.14558,44.047,17:44:45
38.71031,-9.14616,44.011,17:45:25
38.71039,-9.14667,48.007,17:46:05
38.70983,-9.14733,45.056,17:46:45
38.70969,-9.14758,45.043,17:47:25
38.70958,-9.14721,38.096,17:48:05
38.70947,-9.14668,36.086,17:48:45
38.70943,-9.14634,35.096,17:49:25
38.71077,-9.14583,49.072,17:50:05
38.71075,-9.14523,50.016,17:50:45
38.71063,-9.14471,50.065,17:51:25
38.71076,-9.14367,50.068,17:52:05
38.71083,-9.14306,44.014,17:52:45
38.71063,-9.14298,44.007,17:53:25
38.71207,-9.14297,56.060,17:54:05
38.71299,-9.14328,61.017,17:54:45
38.71434,-9.14418,61.070,17:55:25
38.71541,-9.14478,64.020,17:56:05
38.71573,-9.14453,55.090,17:56:45
38.71557,-9.14441,59.076,17:57:25
38.71511,-9.14419,57.030,17:58:05
38.71487,-9.14408,57.021,17:58:45
38.71434,-9.14411,61.041,17:59:25
38.71413,-9.14399,59.005,18:00:05
38.71510,-9.14350,41.007,18:00:45
38.71573,-9.14322,33.026,18:01:25
38.71617,-9.14269,27.033,18:02:05
38.71662,-9.14193,19.096,18:02:45
38.71648,-9.14182,20.086,18:03:25
38.71690,-9.14120,16.036,18:04:05
38.71649,-9.14080,14.072,18:04:45
38.71578,-9.14009,18.096,18:05:25
38.71512,-9.13960,21.079,18:06:05
38.71493,-9.13926,22.005,18:06:45
38.71505,-9.13862,26.025,18:07:25
38.71495,-9.13816,29.007,18:08:05
38.71484,-9.13778,27.021,18:08:45
38.71479,-9.13763,27.038,18:09:25
38.71521,-9.13714,31.011,18:10:05
38.71497,-9.13643,29.051,18:10:45
38.71492,-9.13633,29.061,18:11:25
38.71414,-9.13646,26.017,18:12:05
38.71411,-9.13621,29.091,18:12:45
38.71480,-9.13604,29.014,18:13:25
38.71527,-9.13580,30.054,18:14:05
38.71527,-9.13555,32.009,18:14:45
38.71523,-9.13543,32.007,18:15:25
38.71519,-9.13536,35.095,18:16:05
38.71511,-9.13536,38.072,18:16:45
38.71495,-9.13564,34.025,18:17:25
38.71468,-9.13574,32.075,18:18:05
38.71418,-9.13570,33.095,18:18:45
38.71409,-9.13564,39.091,18:19:25
38.71403,-9.13566,39.045,18:20:05
38.71376,-9.13581,34.012,18:20:45
38.71362,-9.13588,35.032,18:21:25
38.71338,-9.13578,35.005,18:22:05
38.71321,-9.13573,35.007,18:22:45
38.71293,-9.13576,34.085,18:23:25
38.71272,-9.13574,34.092,18:24:05
38.71264,-9.13573,34.075,18:24:45
38.71268,-9.13550,39.085,18:25:25
38.71236,-9.13484,50.085,18:26:05
38.71227,-9.13468,45.041,18:26:45
38.71223,-9.13458,45.065,18:27:25
38.71197,-9.13446,44.029,18:28:05
38.71181,-9.13429,49.000,18:28:45
38.71167,-9.13402,48.020,18:29:25
38.71158,-9.13354,53.007,18:30:05
38.71152,-9.13305,54.046,18:30:45
38.71140,-9.13290,57.063,18:31:25
38.71124,-9.13214,55.026,18:32:05
38.71110,-9.13184,57.026,18:32:45
38.71142,-9.13107,61.056,18:33:25
38.71155,-9.13078,59.022,18:34:05
38.71152,-9.13067,56.056,18:34:45
38.71169,-9.13052,56.038,18:35:25
38.71164,-9.13030,51.070,18:36:05
38.71180,-9.13048,56.017,18:36:45
38.71208,-9.13031,49.007,18:37:25
38.71236,-9.13055,51.017,18:38:05
38.71253,-9.13067,51.024,18:38:45
38.71283,-9.13062,51.017,18:39:25
38.71304,-9.13063,53.067,18:40:05
38.71322,-9.13043,57.027,18:40:45
38.71329,-9.13024,55.013,18:41:25
38.71312,-9.12983,49.077,18:42:05
38.71294,-9.12950,48.018,18:42:45
38.71286,-9.12924,43.098,18:43:25
38.71284,-9.12906,43.017,18:44:05
38.71300,-9.12892,46.007,18:44:45
38.71333,-9.12877,50.015,18:45:25
38.71374,-9.12861,53.032,18:46:05
38.71399,-9.12829,59.075,18:46:45
38.71425,-9.12835,64.015,18:47:25
38.71440,-9.12849,67.035,18:48:05
38.71484,-9.12872,70.061,18:48:45
38.71488,-9.12877,70.055,18:49:25
38.71494,-9.12866,72.053,18:50:05
38.71500,-9.12824,74.004,18:50:45
38.71502,-9.12780,76.014,18:51:25
38.71508,-9.12730,75.007,18:52:05
38.71518,-9.12685,72.029,18:52:45
38.71539,-9.12643,62.066,18:53:25
38.71556,-9.12600,59.049,18:54:05
38.71575,-9.12557,55.099,18:54:45
38.71582,-9.12540,52.079,18:55:25
38.71590,-9.12522,52.065,18:56:05
38.71574,-9.12504,50.049,18:56:45
38.71564,-9.12499,47.048,18:57:25
38.71566,-9.12487,47.061,18:58:05
38.71569,-9.12474,47.017,18:58:45
38.71559,-9.12464,47.007,18:59:25
38.71540,-9.12450,44.048,19:00:05
38.71507,-9.12513,42.015,19:00:45
38.71483,-9.12524,40.058,19:01:25
38.71469,-9.12533,40.058,19:02:05
38.71463,-9.12530,40.068,19:02:45
38.71446,-9.12518,38.024,19:03:25
38.71430,-9.12530,38.088,19:04:05
38.71410,-9.12531,36.073,19:04:45
38.71382,-9.12502,32.085,19:05:25
38.71371,-9.12496,29.013,19:06:05
38.71348,-9.12514,31.007,19:06:45
38.71307,-9.12582,29.011,19:07:25
38.71276,-9.12624,26.058,19:08:05
38.71271,-9.12668,31.041,19:08:45
38.71263,-9.12731,26.091,19:09:25
38.71260,-9.12771,28.071,19:10:05
38.71240,-9.12792,29.057,19:10:45
38.71222,-9.12758,21.031,19:11:25
38.71213,-9.12752,21.011,19:12:05
38.71199,-9.12797,19.021,19:12:45
38.71221,-9.12819,25.003,19:13:25
38.71239,-9.12814,29.007,19:14:05
38.71261,-9.12846,31.055,19:14:45
38.71239,-9.12873,33.042,19:15:25
38.71220,-9.12886,30.095,19:16:05
38.71191,-9.12852,23.045,19:16:45
38.71181,-9.12836,21.015,19:17:25
38.71168,-9.12852,20.051,19:18:05
38.71153,-9.12872,20.055,19:18:45
38.71137,-9.12897,22.059,19:19:25
38.71121,-9.12923,25.003,19:20:05
38.71131,-9.12935,32.023,19:20:45
38.71128,-9.12944,32.007,19:21:25
38.71137,-9.12961,39.089,19:22:05
38.71133,-9.12967,39.036,19:22:45
38.71126,-9.12973,39.019,19:23:25
38.71121,-9.12979,37.019,19:24:05
38.71112,-9.12987,44.079,19:24:45
38.71109,-9.12992,44.055,19:25:25
38.71092,-9.12998,41.049,19:26:05
38.71083,-9.12985,35.061,19:26:45
38.71077,-9.12964,35.021,19:27:25
38.71066,-9.12936,25.013,19:28:05
38.71049,-9.12952,25.007,19:28:45
38.71045,-9.12963,31.020,19:29:25
38.71014,-9.12983,27.017,19:30:05
38.70993,-9.12999,26.090,19:30:45
38.70986,-9.13014,29.040,19:31:25
38.70985,-9.13041,23.060,19:32:05
38.70972,-9.13049,24.096,19:32:45
38.70965,-9.13051,24.050,19:33:25
38.70961,-9.13100,27.079,19:34:05
38.70956,-9.13195,17.005,19:34:45
38.70963,-9.13242,21.025,19:35:25
38.70963,-9.13290,20.007,19:36:05
38.70962,-9.13323,18.071,19:36:45
38.70969,-9.13344,18.068,19:37:25
38.70980,-9.13381,16.051,19:38:05
38.70988,-9.13402,21.081,19:38:45
38.71007,-9.13447,18.081,19:39:25
38.71024,-9.13489,19.057,19:40:05
38.71021,-9.13494,19.011,19:40:45
38.71119,-9.13459,28.031,19:41:25
38.71162,-9.13559,29.061,19:42:05
38.71207,-9.13588,29.007,19:42:45
38.71252,-9.13578,33.007,19:43:25
38.71267,-9.13571,34.077,19:44:05
38.71272,-9.13583,34.024,19:44:45
38.71273,-9.13595,34.047,19:45:25
38.71276,-9.13607,29.077,19:46:05
38.71281,-9.13613,29.067,19:46:45
38.71276,-9.13623,29.063,19:47:25
38.71267,-9.13660,20.037,19:48:05
38.71262,-9.13676,19.082,19:48:45
38.71275,-9.13687,17.043,19:49:25
38.71258,-9.13754,12.017,19:50:05
38.71196,-9.13733,10.007,19:50:45
38.71151,-9.13715,8.022,19:51:25
38.71118,-9.13700,9.079,19:52:05
38.71072,-9.13682,8.012,19:52:45
38.71046,-9.13671,9.082,19:53:25
38.71015,-9.13659,9.082,19:54:05
38.70980,-9.13647,9.068,19:54:45
38.70961,-9.13639,9.032,19:55:25
38.70911,-9.13621,9.046,19:56:05
38.70904,-9.13617,9.088,19:56:45
38.70862,-9.13601,6.016,19:57:25
38.70879,-9.13525,9.007,19:58:05
38.70923,-9.13533,10.068,19:58:45
38.70932,-9.13506,11.075,19:59:25
38.70932,-9.13493,11.078,20:00:05
38.70923,-9.13451,10.078,20:00:45
38.70916,-9.13385,11.068,20:01:25
38.70913,-9.13365,11.074,20:02:05
38.70906,-9.13328,11.088,20:02:45
38.70901,-9.13290,8.039,20:03:25
38.70896,-9.13288,8.001,20:04:05
38.70889,-9.13280,8.021,20:04:45
38.70887,-9.13274,8.007,20:05:25
38.70884,-9.13260,8.077,20:06:05
38.70878,-9.13257,8.054,20:06:45
38.70874,-9.13258,6.027,20:07:25
38.70871,-9.13347,9.017,20:08:05
38.70871,-9.13352,9.017,20:08:45
38.70840,-9.13342,8.063,20:09:25
38.70778,-9.13321,9.097,20:10:05
38.70774,-9.13320,9.052,20:10:45
38.70755,-9.13305,6.053,20:11:25
38.70740,-9.13328,8.008,20:12:05
38.70723,-9.13381,9.007,20:12:45
38.70697,-9.13461,6.059,20:13:25
38.70676,-9.13532,2.046,20:14:05
38.70677,-9.13570,1.029,20:14:45
38.70678,-9.13604,1.029,20:15:25
38.70662,-9.13680,2.099,20:16:05
38.70654,-9.13742,2.075,20:16:45
38.70648,-9.13784,1.089,20:17:25
38.70647,-9.13849,2.017,20:18:05
38.70647,-9.13962,4.087,20:18:45
38.70644,-9.14054,5.015,20:19:25
38.70643,-9.14125,5.007,20:20:05
38.70641,-9.14181,6.035,20:20:45
38.70640,-9.14200,6.062,20:21:25
38.70663,-9.14183,8.025,20:22:05
38.70685,-9.14196,11.035,20:22:45
38.70705,-9.14210,11.085,20:23:25
38.70715,-9.14169,14.091,20:24:05
38.70732,-9.14092,15.025,20:24:45
38.70754,-9.14007,17.055,20:25:25
38.70767,-9.13963,19.007,20:26:05
38.70777,-9.13924,16.017,20:26:45
38.70785,-9.13889,15.007,20:27:25
38.70798,-9.13825,13.069,20:28:05
38.70809,-9.13778,10.066,20:28:45
38.70808,-9.13758,8.099,20:29:25
38.70803,-9.13740,8.039,20:30:05
38.70803,-9.13726,6.089,20:30:45
38.70797,-9.13691,4.045,20:31:25
38.70757,-9.13654,2.089,20:32:05